Level,Function Name,Number of Calls,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Avg Elapsed Inclusive Time,Avg Elapsed Exclusive Time,Module Name,
44,"len",2,0.00,0.00,0.00,0.00,"builtins",
42,"<frozen importlib._check_name_wrapper",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
43,"<frozen importlib.get_filename",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
42,"<frozen importlib._verbose_message",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
41,"<frozen importlib._call_with_frames_removed",1,0.00,0.00,0.02,0.00,"(frozen importlib._bootstrap)",
42,"exec",1,0.00,0.00,0.02,0.01,"builtins",
43,"collections.abc (module)",1,0.00,0.00,0.01,0.01,"abc.py",
40,"<frozen importlib.ExtensionFileLoader.exec_module",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
41,"<frozen importlib._call_with_frames_removed",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
42,"_imp.exec_dynamic",1,0.00,0.00,0.00,0.00,"_imp",
41,"<frozen importlib._verbose_message",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
40,"dict.pop",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
40,"hasattr",2,0.00,0.00,0.00,0.00,"builtins",
40,"<frozen importlib._verbose_message",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
39,"<frozen importlib._find_spec",2,0.01,0.00,0.09,0.00,"(frozen importlib._bootstrap)",
40,"<frozen importlib.find_spec",2,0.01,0.00,0.08,0.00,"(frozen importlib._bootstrap_external)",
41,"<frozen importlib._get_spec",2,0.01,0.00,0.08,0.00,"(frozen importlib._bootstrap_external)",
42,"<frozen importlib.FileFinder.find_spec",4,0.01,0.00,0.03,0.00,"(frozen importlib._bootstrap_external)",
43,"<frozen importlib._path_join",15,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
44,"<frozen importlib.<listcomp>",15,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
45,"str.rstrip",30,0.00,0.00,0.00,0.00,"Unidentifiable Method",
44,"str.endswith",45,0.00,0.00,0.00,0.00,"Unidentifiable Method",
44,"str.startswith",30,0.00,0.00,0.00,0.00,"Unidentifiable Method",
44,"str.rstrip",15,0.00,0.00,0.00,0.00,"Unidentifiable Method",
44,"str.join",15,0.00,0.00,0.00,0.00,"Unidentifiable Method",
44,"len",30,0.00,0.00,0.00,0.00,"builtins",
44,"list.append",15,0.00,0.00,0.00,0.00,"Unidentifiable Method",
43,"<frozen importlib._path_stat",4,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
44,"nt.stat",4,0.00,0.00,0.01,0.01,"nt",
43,"<frozen importlib.FileFinder._fill_cache",1,0.00,0.00,0.02,0.00,"(frozen importlib._bootstrap_external)",
44,"nt.listdir",1,0.00,0.00,0.02,0.02,"nt",
44,"str.format",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
44,"<frozen importlib.<setcomp>",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
45,"str.lower",3,0.00,0.00,0.00,0.00,"Unidentifiable Method",
44,"str.partition",3,0.00,0.00,0.00,0.00,"Unidentifiable Method",
44,"str.startswith",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
44,"set.add",3,0.00,0.00,0.00,0.00,"Unidentifiable Method",
44,"str.lower",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
43,"<frozen importlib._path_isfile",2,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
44,"<frozen importlib._path_is_mode_type",2,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
45,"<frozen importlib._path_stat",2,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
46,"nt.stat",2,0.00,0.00,0.01,0.01,"nt",
43,"<frozen importlib.FileFinder._get_spec",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
44,"<frozen importlib.spec_from_file_location",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
45,"<frozen importlib.ModuleSpec.__init__",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
45,"nt.fspath",2,0.00,0.00,0.00,0.00,"nt",
44,"<frozen importlib.ExtensionFileLoader.__init__",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
45,"<frozen importlib._path_isabs",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
46,"nt._path_splitroot",1,0.00,0.00,0.00,0.00,"nt",
46,"str.startswith",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
46,"str.replace",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
46,"str.endswith",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
46,"len",1,0.00,0.00,0.00,0.00,"builtins",
44,"<frozen importlib.FileLoader.__init__",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
43,"<frozen importlib._verbose_message",15,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
43,"<frozen importlib._relax_case",4,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
43,"str.rpartition",4,0.00,0.00,0.00,0.00,"Unidentifiable Method",
42,"<frozen importlib._path_importer_cache",5,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
43,"<frozen importlib._path_hooks",1,0.00,0.00,0.04,0.00,"(frozen importlib._bootstrap_external)",
44,"<frozen importlib.path_hook_for_FileFinder",1,0.00,0.00,0.02,0.00,"(frozen importlib._bootstrap_external)",
45,"<frozen importlib._path_isdir",1,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
46,"<frozen importlib._path_is_mode_type",1,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
47,"<frozen importlib._path_stat",1,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
48,"nt.stat",1,0.00,0.00,0.01,0.01,"nt",
45,"<frozen importlib.FileFinder.__init__",1,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
46,"list.extend",3,0.00,0.00,0.00,0.00,"Unidentifiable Method",
47,"<frozen importlib.<genexpr>",8,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
46,"<frozen importlib._path_isabs",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
47,"nt._path_splitroot",1,0.00,0.00,0.00,0.00,"nt",
47,"str.startswith",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
47,"str.endswith",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
47,"str.replace",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
47,"len",1,0.00,0.00,0.00,0.00,"builtins",
44,"<frozen zipimport>.zipimporter.__init__",1,0.00,0.00,0.02,0.01,"(frozen zipimport)",
45,"<frozen importlib._path_stat",1,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
46,"nt.stat",1,0.00,0.00,0.01,0.01,"nt",
45,"str.replace",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
45,"isinstance",1,0.00,0.00,0.00,0.00,"builtins",
42,"hasattr",4,0.00,0.00,0.00,0.00,"builtins",
42,"isinstance",5,0.00,0.00,0.00,0.00,"builtins",
40,"<frozen importlib.find_spec",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
41,"_imp.is_builtin",1,0.00,0.00,0.00,0.00,"_imp",
40,"<frozen importlib._ImportLockContext.__exit__",6,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
41,"_imp.release_lock",6,0.00,0.00,0.00,0.00,"_imp",
40,"<frozen importlib._ImportLockContext.__enter__",6,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
41,"_imp.acquire_lock",6,0.00,0.00,0.00,0.00,"_imp",
40,"<frozen importlib.find_spec",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
41,"_imp.is_frozen",2,0.00,0.00,0.00,0.00,"_imp",
39,"str.rpartition",3,0.00,0.00,0.00,0.00,"Unidentifiable Method",
39,"setattr",1,0.00,0.00,0.00,0.00,"builtins",
38,"<frozen importlib._ModuleLockManager.__enter__",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
39,"<frozen importlib._get_module_lock",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
40,"<frozen importlib._ModuleLock.__init__",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
41,"_thread.allocate_lock",4,0.00,0.00,0.00,0.00,"_thread",
40,"_imp.acquire_lock",2,0.00,0.00,0.00,0.00,"_imp",
40,"_imp.release_lock",2,0.00,0.00,0.00,0.00,"_imp",
39,"<frozen importlib._ModuleLock.acquire",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
40,"_thread.lock.__exit__",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
40,"_thread.get_ident",2,0.00,0.00,0.00,0.00,"_thread",
38,"<frozen importlib._ModuleLockManager.__exit__",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
39,"<frozen importlib._ModuleLock.release",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
40,"_thread.get_ident",2,0.00,0.00,0.00,0.00,"_thread",
40,"_thread.lock.__exit__",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
38,"<frozen importlib.cb",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
39,"dict.get",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
39,"_imp.acquire_lock",2,0.00,0.00,0.00,0.00,"_imp",
39,"_imp.release_lock",2,0.00,0.00,0.00,0.00,"_imp",
38,"<frozen importlib._ModuleLockManager.__init__",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
38,"dict.get",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
37,"collections.namedtuple",1,0.01,0.00,0.14,0.04,"__init__.py",
38,"eval",1,0.01,0.01,0.10,0.10,"builtins",
39,"<string> (module)",1,0.00,0.00,0.00,0.00,"(string)",
38,"str.join",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
39,"collections.<genexpr>",5,0.00,0.00,0.00,0.00,"__init__.py",
38,"sys.intern",5,0.00,0.00,0.00,0.00,"sys",
38,"str.isidentifier",5,0.00,0.00,0.00,0.00,"Unidentifiable Method",
38,"isinstance",1,0.00,0.00,0.00,0.00,"builtins",
38,"str.startswith",4,0.00,0.00,0.00,0.00,"Unidentifiable Method",
38,"frozenset.__contains__",5,0.00,0.00,0.00,0.00,"Unidentifiable Method",
38,"set.add",4,0.00,0.00,0.00,0.00,"Unidentifiable Method",
38,"sys._getframe",1,0.00,0.00,0.00,0.00,"sys",
38,"len",1,0.00,0.00,0.00,0.00,"builtins",
38,"dict.get",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
37,"__build_class__",5,0.00,0.00,0.01,0.00,"builtins",
38,"abc.__new__",5,0.00,0.00,0.01,0.00,"abc.py",
39,"type.__new__",5,0.00,0.00,0.01,0.01,"Unidentifiable Method",
39,"_abc._abc_init",5,0.00,0.00,0.00,0.00,"_abc",
38,"selectors.BaseSelector",1,0.00,0.00,0.00,0.00,"selectors.py",
39,"abc.abstractmethod",4,0.00,0.00,0.00,0.00,"abc.py",
38,"selectors.SelectSelector",1,0.00,0.00,0.00,0.00,"selectors.py",
38,"selectors._BaseSelectorImpl",1,0.00,0.00,0.00,0.00,"selectors.py",
38,"selectors._PollLikeSelector",1,0.00,0.00,0.00,0.00,"selectors.py",
38,"selectors._SelectorMapping",1,0.00,0.00,0.00,0.00,"selectors.py",
37,"hasattr",4,0.00,0.00,0.00,0.00,"builtins",
37,"<frozen importlib._handle_fromlist",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
38,"hasattr",1,0.00,0.00,0.00,0.00,"builtins",
38,"isinstance",1,0.00,0.00,0.00,0.00,"builtins",
37,"selectors._can_use",4,0.00,0.00,0.00,0.00,"selectors.py",
38,"getattr",4,0.00,0.00,0.00,0.00,"builtins",
34,"<frozen importlib.SourceLoader.get_code",1,0.02,0.00,0.22,0.01,"(frozen importlib._bootstrap_external)",
35,"<frozen importlib.FileLoader.get_data",1,0.01,0.00,0.15,0.00,"(frozen importlib._bootstrap_external)",
36,"io.open_code",1,0.01,0.01,0.11,0.11,"io",
36,"_io.BufferedReader.read",1,0.00,0.00,0.03,0.03,"Unidentifiable Method",
36,"_io.BufferedReader.__exit__",1,0.00,0.00,0.01,0.01,"Unidentifiable Method",
36,"isinstance",1,0.00,0.00,0.00,0.00,"builtins",
35,"<frozen importlib._compile_bytecode",1,0.00,0.00,0.04,0.00,"(frozen importlib._bootstrap_external)",
36,"marshal.loads",1,0.00,0.00,0.04,0.04,"marshal",
36,"_imp._fix_co_filename",1,0.00,0.00,0.00,0.00,"_imp",
36,"<frozen importlib._verbose_message",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
36,"isinstance",1,0.00,0.00,0.00,0.00,"builtins",
35,"<frozen importlib.SourceFileLoader.path_stats",1,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
36,"<frozen importlib._path_stat",1,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
37,"nt.stat",1,0.00,0.00,0.01,0.01,"nt",
35,"<frozen importlib.cache_from_source",1,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
36,"<frozen importlib._path_join",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
37,"<frozen importlib.<listcomp>",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
38,"str.rstrip",3,0.00,0.00,0.00,0.00,"Unidentifiable Method",
37,"str.endswith",5,0.00,0.00,0.00,0.00,"Unidentifiable Method",
37,"str.startswith",3,0.00,0.00,0.00,0.00,"Unidentifiable Method",
37,"len",2,0.00,0.00,0.00,0.00,"builtins",
37,"str.rstrip",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
37,"list.append",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
37,"str.join",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
36,"<frozen importlib._path_split",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
37,"max",1,0.00,0.00,0.00,0.00,"builtins",
38,"<frozen importlib.<genexpr>",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
39,"str.rfind",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
36,"str.rpartition",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
36,"str.join",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
36,"nt.fspath",1,0.00,0.00,0.00,0.00,"nt",
35,"<frozen importlib._classify_pyc",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
36,"<frozen importlib._unpack_uint32",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
37,"type.from_bytes",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
37,"len",1,0.00,0.00,0.00,0.00,"builtins",
36,"len",1,0.00,0.00,0.00,0.00,"builtins",
35,"<frozen importlib._validate_timestamp_pyc",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
36,"<frozen importlib._unpack_uint32",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
37,"type.from_bytes",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
37,"len",2,0.00,0.00,0.00,0.00,"builtins",
35,"<frozen importlib._check_name_wrapper",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
36,"<frozen importlib.get_filename",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
35,"<frozen importlib._verbose_message",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
33,"<frozen importlib.exec_module",1,0.00,0.00,0.02,0.00,"(frozen importlib._bootstrap)",
34,"<frozen importlib._call_with_frames_removed",1,0.00,0.00,0.02,0.00,"(frozen importlib._bootstrap)",
35,"_imp.exec_builtin",1,0.00,0.00,0.02,0.02,"_imp",
33,"<frozen importlib.ExtensionFileLoader.exec_module",1,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
34,"<frozen importlib._call_with_frames_removed",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
35,"_imp.exec_dynamic",1,0.00,0.00,0.00,0.00,"_imp",
34,"<frozen importlib._verbose_message",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
33,"dict.pop",3,0.00,0.00,0.00,0.00,"Unidentifiable Method",
33,"hasattr",3,0.00,0.00,0.00,0.00,"builtins",
33,"<frozen importlib._verbose_message",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
32,"<frozen importlib._find_spec",3,0.02,0.00,0.09,0.00,"(frozen importlib._bootstrap)",
33,"<frozen importlib.find_spec",2,0.02,0.00,0.12,0.00,"(frozen importlib._bootstrap_external)",
34,"<frozen importlib._get_spec",2,0.02,0.00,0.12,0.00,"(frozen importlib._bootstrap_external)",
35,"<frozen importlib.FileFinder.find_spec",7,0.02,0.00,0.03,0.00,"(frozen importlib._bootstrap_external)",
36,"<frozen importlib._path_join",30,0.01,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
37,"<frozen importlib.<listcomp>",30,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
38,"str.rstrip",60,0.00,0.00,0.00,0.00,"Unidentifiable Method",
37,"str.startswith",60,0.00,0.00,0.00,0.00,"Unidentifiable Method",
37,"str.endswith",90,0.00,0.00,0.00,0.00,"Unidentifiable Method",
37,"str.join",30,0.00,0.00,0.00,0.00,"Unidentifiable Method",
37,"str.rstrip",30,0.00,0.00,0.00,0.00,"Unidentifiable Method",
37,"len",60,0.00,0.00,0.00,0.00,"builtins",
37,"list.append",30,0.00,0.00,0.00,0.00,"Unidentifiable Method",
36,"<frozen importlib._path_stat",7,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
37,"nt.stat",7,0.00,0.00,0.01,0.01,"nt",
36,"<frozen importlib._path_isfile",2,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
37,"<frozen importlib._path_is_mode_type",2,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
38,"<frozen importlib._path_stat",2,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
39,"nt.stat",2,0.00,0.00,0.01,0.01,"nt",
36,"<frozen importlib._verbose_message",30,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
36,"<frozen importlib.FileFinder._get_spec",2,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
37,"<frozen importlib.spec_from_file_location",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
38,"<frozen importlib.ModuleSpec.__init__",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
38,"nt.fspath",2,0.00,0.00,0.00,0.00,"nt",
37,"<frozen importlib.ExtensionFileLoader.__init__",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
38,"<frozen importlib._path_isabs",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
39,"nt._path_splitroot",1,0.00,0.00,0.00,0.00,"nt",
39,"str.replace",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
39,"str.startswith",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
39,"str.endswith",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
39,"len",1,0.00,0.00,0.00,0.00,"builtins",
37,"<frozen importlib.FileLoader.__init__",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
36,"<frozen importlib._relax_case",7,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
36,"str.rpartition",7,0.00,0.00,0.00,0.00,"Unidentifiable Method",
35,"<frozen importlib._path_importer_cache",9,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
35,"hasattr",7,0.00,0.00,0.00,0.00,"builtins",
35,"isinstance",9,0.00,0.00,0.00,0.00,"builtins",
33,"<frozen importlib.find_spec",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
34,"<frozen importlib.spec_from_loader",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
35,"<frozen importlib._requires_builtin_wrapper",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
36,"<frozen importlib.is_package",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
35,"hasattr",2,0.00,0.00,0.00,0.00,"builtins",
35,"<frozen importlib.ModuleSpec.__init__",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
34,"_imp.is_builtin",3,0.00,0.00,0.00,0.00,"_imp",
33,"<frozen importlib._ImportLockContext.__exit__",7,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
34,"_imp.release_lock",7,0.00,0.00,0.00,0.00,"_imp",
33,"<frozen importlib._ImportLockContext.__enter__",7,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
34,"_imp.acquire_lock",7,0.00,0.00,0.00,0.00,"_imp",
33,"<frozen importlib.find_spec",2,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
34,"_imp.is_frozen",2,0.00,0.00,0.00,0.00,"_imp",
32,"str.rpartition",3,0.00,0.00,0.00,0.00,"Unidentifiable Method",
31,"<frozen importlib._ModuleLockManager.__enter__",3,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap)",
32,"<frozen importlib._get_module_lock",3,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap)",
33,"<frozen importlib._ModuleLock.__init__",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
34,"_thread.allocate_lock",6,0.00,0.00,0.00,0.00,"_thread",
33,"_imp.acquire_lock",3,0.00,0.00,0.00,0.00,"_imp",
33,"_imp.release_lock",3,0.00,0.00,0.00,0.00,"_imp",
32,"<frozen importlib._ModuleLock.acquire",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
33,"_thread.lock.__exit__",3,0.00,0.00,0.00,0.00,"Unidentifiable Method",
33,"_thread.get_ident",3,0.00,0.00,0.00,0.00,"_thread",
31,"<frozen importlib._ModuleLockManager.__exit__",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
32,"<frozen importlib._ModuleLock.release",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
33,"_thread.lock.__exit__",3,0.00,0.00,0.00,0.00,"Unidentifiable Method",
33,"_thread.get_ident",3,0.00,0.00,0.00,0.00,"_thread",
31,"<frozen importlib.cb",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
32,"dict.get",3,0.00,0.00,0.00,0.00,"Unidentifiable Method",
32,"_imp.acquire_lock",3,0.00,0.00,0.00,0.00,"_imp",
32,"_imp.release_lock",3,0.00,0.00,0.00,0.00,"_imp",
31,"<frozen importlib._ModuleLockManager.__init__",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
31,"dict.get",3,0.00,0.00,0.00,0.00,"Unidentifiable Method",
30,"enum._convert_",4,0.04,0.00,0.16,0.00,"enum.py",
31,"enum.__call__",4,0.03,0.00,0.10,0.00,"enum.py",
32,"enum._create_",4,0.03,0.00,0.09,0.00,"enum.py",
33,"enum.__new__",4,0.02,0.01,0.07,0.02,"enum.py",
34,"type.__new__",34,0.00,0.00,0.00,0.00,"Unidentifiable Method",
34,"enum.<setcomp>",4,0.00,0.00,0.01,0.01,"enum.py",
35,"isinstance",534,0.00,0.00,0.00,0.00,"builtins",
35,"mappingproxy.items",22,0.00,0.00,0.00,0.00,"Unidentifiable Method",
34,"setattr",30,0.00,0.00,0.00,0.00,"builtins",
35,"enum.__setattr__",30,0.00,0.00,0.00,0.00,"enum.py",
36,"mappingproxy.get",30,0.00,0.00,0.00,0.00,"Unidentifiable Method",
34,"enum._find_new_",4,0.00,0.00,0.00,0.00,"enum.py",
35,"getattr",12,0.00,0.00,0.00,0.00,"builtins",
36,"enum.__getattr__",4,0.00,0.00,0.00,0.00,"enum.py",
37,"enum._is_dunder",4,0.00,0.00,0.00,0.00,"enum.py",
38,"len",4,0.00,0.00,0.00,0.00,"builtins",
35,"dict.get",4,0.00,0.00,0.00,0.00,"Unknown",
34,"enum.__setattr__",20,0.00,0.00,0.00,0.00,"enum.py",
35,"mappingproxy.get",20,0.00,0.00,0.00,0.00,"Unidentifiable Method",
34,"enum._EnumDict.__setitem__",4,0.00,0.00,0.00,0.00,"enum.py",
35,"enum._is_private",4,0.00,0.00,0.00,0.00,"enum.py",
36,"str.startswith",4,0.00,0.00,0.00,0.00,"Unidentifiable Method",
36,"len",4,0.00,0.00,0.00,0.00,"builtins",
35,"enum._is_sunder",4,0.00,0.00,0.00,0.00,"enum.py",
36,"len",4,0.00,0.00,0.00,0.00,"builtins",
35,"enum._is_dunder",4,0.00,0.00,0.00,0.00,"enum.py",
36,"len",4,0.00,0.00,0.00,0.00,"builtins",
34,"getattr",48,0.00,0.00,0.00,0.00,"builtins",
34,"enum._get_mixins_",4,0.00,0.00,0.00,0.00,"enum.py",
35,"enum._find_data_type",4,0.00,0.00,0.00,0.00,"enum.py",
36,"set.add",4,0.00,0.00,0.00,0.00,"Unidentifiable Method",
36,"set.pop",4,0.00,0.00,0.00,0.00,"Unidentifiable Method",
36,"issubclass",4,0.00,0.00,0.00,0.00,"builtins",
36,"len",4,0.00,0.00,0.00,0.00,"builtins",
35,"issubclass",4,0.00,0.00,0.00,0.00,"builtins",
34,"enum.<dictcomp>",4,0.00,0.00,0.00,0.00,"enum.py",
34,"any",4,0.00,0.00,0.00,0.00,"builtins",
35,"enum.<genexpr>",8,0.00,0.00,0.00,0.00,"enum.py",
34,"hasattr",30,0.00,0.00,0.00,0.00,"builtins",
34,"dict.items",30,0.00,0.00,0.00,0.00,"Unidentifiable Method",
34,"list.append",34,0.00,0.00,0.00,0.00,"Unidentifiable Method",
34,"isinstance",30,0.00,0.00,0.00,0.00,"builtins",
34,"dict.setdefault",4,0.00,0.00,0.00,0.00,"Unknown",
34,"dict.pop",8,0.00,0.00,0.00,0.00,"Unknown",
34,"EnumMeta.mro",4,0.00,0.00,0.00,0.00,"Unidentifiable Method",
34,"enum.<genexpr>",4,0.00,0.00,0.00,0.00,"enum.py",
33,"enum._EnumDict.__setitem__",30,0.00,0.00,0.00,0.00,"enum.py",
34,"enum._is_private",30,0.00,0.00,0.00,0.00,"enum.py",
35,"str.startswith",30,0.00,0.00,0.00,0.00,"Unidentifiable Method",
35,"len",30,0.00,0.00,0.00,0.00,"builtins",
34,"enum._is_descriptor",30,0.00,0.00,0.00,0.00,"enum.py",
35,"hasattr",90,0.00,0.00,0.00,0.00,"builtins",
34,"enum._is_dunder",30,0.00,0.00,0.00,0.00,"enum.py",
35,"len",30,0.00,0.00,0.00,0.00,"builtins",
34,"enum._is_sunder",30,0.00,0.00,0.00,0.00,"enum.py",
35,"len",30,0.00,0.00,0.00,0.00,"builtins",
34,"list.append",60,0.00,0.00,0.00,0.00,"Unidentifiable Method",
34,"isinstance",30,0.00,0.00,0.00,0.00,"builtins",
33,"enum.__prepare__",4,0.00,0.00,0.01,0.00,"enum.py",
34,"enum._EnumDict.__setitem__",4,0.00,0.00,0.00,0.00,"enum.py",
35,"enum._is_private",4,0.00,0.00,0.00,0.00,"enum.py",
36,"str.startswith",4,0.00,0.00,0.00,0.00,"Unidentifiable Method",
36,"len",4,0.00,0.00,0.00,0.00,"builtins",
35,"enum._is_sunder",4,0.00,0.00,0.00,0.00,"enum.py",
