Type,Root Function Name,Function Name,Number of Calls,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Avg Elapsed Inclusive Time,Avg Elapsed Exclusive Time,Module Name,
"Callee","sre_parse.State.closegroup","sre_parse.SubPattern.getwidth",81,0.01,0.00,0.00,0.00,"sre_parse.py",
"Root","sre_parse.State.opengroup","sre_parse.State.opengroup",81,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.State.opengroup","sre_parse._parse",81,0.00,0.00,0.00,0.00,"sre_parse.py",
"Callee","sre_parse.State.opengroup","dict.get",22,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","sre_parse.State.opengroup","list.append",81,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","sre_parse.State.opengroup","sre_parse.groups",162,0.00,0.00,0.00,0.00,"sre_parse.py",
"Root","sre_parse.SubPattern.__delitem__","sre_parse.SubPattern.__delitem__",2,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.SubPattern.__delitem__","sre_parse._parse_sub",2,0.00,0.00,0.00,0.00,"sre_parse.py",
"Root","sre_parse.SubPattern.__getitem__","sre_parse.SubPattern.__getitem__","1,916",0.02,0.01,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.SubPattern.__getitem__","sre_compile._compile",667,0.01,0.00,0.00,0.00,"sre_compile.py",
"Caller","sre_parse.SubPattern.__getitem__","sre_compile._get_charset_prefix",18,0.00,0.00,0.00,0.00,"sre_compile.py",
"Caller","sre_parse.SubPattern.__getitem__","sre_compile._simple",119,0.00,0.00,0.00,0.00,"sre_compile.py",
"Caller","sre_parse.SubPattern.__getitem__","sre_parse._parse","1,014",0.01,0.01,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.SubPattern.__getitem__","sre_parse._parse_sub",63,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.SubPattern.__getitem__","sre_parse.SubPattern.__setitem__",35,0.00,0.00,0.00,0.00,"sre_parse.py",
"Callee","sre_parse.SubPattern.__getitem__","isinstance","1,916",0.00,0.00,0.00,0.00,"builtins",
"Callee","sre_parse.SubPattern.__getitem__","sre_parse.SubPattern.__init__",129,0.00,0.00,0.00,0.00,"sre_parse.py",
"Root","sre_parse.SubPattern.__init__","sre_parse.SubPattern.__init__",345,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.SubPattern.__init__","sre_parse._parse",194,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.SubPattern.__init__","sre_parse._parse_sub",22,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.SubPattern.__init__","sre_parse.SubPattern.__getitem__",129,0.00,0.00,0.00,0.00,"sre_parse.py",
"Root","sre_parse.SubPattern.__len__","sre_parse.SubPattern.__len__",684,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.SubPattern.__len__","len",349,0.00,0.00,0.00,0.00,"builtins",
"Caller","sre_parse.SubPattern.__len__","sre_compile._get_charset_prefix",18,0.00,0.00,0.00,0.00,"sre_compile.py",
"Caller","sre_parse.SubPattern.__len__","sre_parse._parse",258,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.SubPattern.__len__","sre_parse._parse_sub",50,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.SubPattern.__len__","sre_parse.SubPattern.__setitem__",9,0.00,0.00,0.00,0.00,"sre_parse.py",
"Callee","sre_parse.SubPattern.__len__","len",684,0.00,0.00,0.00,0.00,"builtins",
"Root","sre_parse.SubPattern.__setitem__","sre_parse.SubPattern.__setitem__",138,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.SubPattern.__setitem__","sre_parse._parse",138,0.00,0.00,0.00,0.00,"sre_parse.py",
"Callee","sre_parse.SubPattern.__setitem__","sre_parse.SubPattern.__getitem__",35,0.00,0.00,0.00,0.00,"sre_parse.py",
"Callee","sre_parse.SubPattern.__setitem__","sre_parse.SubPattern.__len__",9,0.00,0.00,0.00,0.00,"sre_parse.py",
"Root","sre_parse.SubPattern.append","sre_parse.SubPattern.append",500,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.SubPattern.append","sre_parse._parse",477,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.SubPattern.append","sre_parse._parse_sub",23,0.00,0.00,0.00,0.00,"sre_parse.py",
"Callee","sre_parse.SubPattern.append","list.append",500,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","sre_parse.SubPattern.getwidth","sre_parse.SubPattern.getwidth",397,0.02,0.02,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.SubPattern.getwidth","sre_compile._compile_info",54,0.01,0.00,0.00,0.00,"sre_compile.py",
"Caller","sre_parse.SubPattern.getwidth","sre_parse.State.closegroup",81,0.01,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.SubPattern.getwidth","sre_parse.SubPattern.getwidth",262,0.00,0.01,0.00,0.00,"sre_parse.py",
"Callee","sre_parse.SubPattern.getwidth","max",50,0.00,0.00,0.00,0.00,"builtins",
"Callee","sre_parse.SubPattern.getwidth","min",682,0.00,0.00,0.00,0.00,"builtins",
"Callee","sre_parse.SubPattern.getwidth","sre_parse.SubPattern.getwidth",262,0.00,0.01,0.00,0.00,"sre_parse.py",
"Root","sre_parse.Tokenizer.__init__","sre_parse.Tokenizer.__init__",54,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.Tokenizer.__init__","sre_parse.parse",54,0.00,0.00,0.00,0.00,"sre_parse.py",
"Callee","sre_parse.Tokenizer.__init__","isinstance",54,0.00,0.00,0.00,0.00,"builtins",
"Callee","sre_parse.Tokenizer.__init__","sre_parse.__next",54,0.00,0.00,0.00,0.00,"sre_parse.py",
"Root","sre_parse.Tokenizer.get","sre_parse.Tokenizer.get","3,522",0.05,0.02,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.Tokenizer.get","sre_parse._parse","3,520",0.05,0.02,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.Tokenizer.get","sre_parse._parse_flags",2,0.00,0.00,0.00,0.00,"sre_parse.py",
"Callee","sre_parse.Tokenizer.get","sre_parse.__next","3,522",0.03,0.03,0.00,0.00,"sre_parse.py",
"Root","sre_parse.Tokenizer.getuntil","sre_parse.Tokenizer.getuntil",22,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.Tokenizer.getuntil","sre_parse._parse",22,0.00,0.00,0.00,0.00,"sre_parse.py",
"Callee","sre_parse.Tokenizer.getuntil","sre_parse.__next",138,0.00,0.00,0.00,0.00,"sre_parse.py",
"Root","sre_parse.Tokenizer.getwhile","sre_parse.Tokenizer.getwhile",10,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.Tokenizer.getwhile","sre_parse._class_escape",10,0.00,0.00,0.00,0.00,"sre_parse.py",
"Callee","sre_parse.Tokenizer.getwhile","sre_parse.__next",20,0.00,0.00,0.00,0.00,"sre_parse.py",
"Root","sre_parse.Tokenizer.match","sre_parse.Tokenizer.match","1,044",0.01,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.Tokenizer.match","sre_parse._parse",850,0.01,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.Tokenizer.match","sre_parse._parse_sub",194,0.00,0.00,0.00,0.00,"sre_parse.py",
"Callee","sre_parse.Tokenizer.match","sre_parse.__next",297,0.00,0.00,0.00,0.00,"sre_parse.py",
"Root","sre_parse.Tokenizer.seek","sre_parse.Tokenizer.seek",1,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.Tokenizer.seek","sre_parse._parse",1,0.00,0.00,0.00,0.00,"sre_parse.py",
"Callee","sre_parse.Tokenizer.seek","sre_parse.__next",1,0.00,0.00,0.00,0.00,"sre_parse.py",
"Root","sre_parse.Tokenizer.tell","sre_parse.Tokenizer.tell",491,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.Tokenizer.tell","sre_parse._parse",329,0.00,0.00,0.00,0.00,"sre_parse.py",
"Caller","sre_parse.Tokenizer.tell","sre_parse._parse_sub",162,0.00,0.00,0.00,0.00,"sre_parse.py",
"Callee","sre_parse.Tokenizer.tell","len",491,0.00,0.00,0.00,0.00,"builtins",
"Root","ssl (module)","ssl (module)",1,0.25,0.00,3.51,0.04,"ssl.py",
"Caller","ssl (module)","exec",1,0.25,0.00,3.51,0.04,"builtins",
"Callee","ssl (module)","__build_class__",9,0.04,0.00,0.06,0.01,"builtins",
"Callee","ssl (module)","<frozen importlib._find_and_load",1,0.00,0.00,0.00,0.01,"(frozen importlib._bootstrap)",
"Callee","ssl (module)","<frozen importlib._handle_fromlist",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Callee","ssl (module)","collections.namedtuple",2,0.01,0.00,0.07,0.02,"__init__.py",
"Callee","ssl (module)","enum.__members__",1,0.00,0.00,0.00,0.00,"enum.py",
"Callee","ssl (module)","enum.__setattr__",1,0.00,0.00,0.00,0.00,"enum.py",
"Callee","ssl (module)","enum._convert_",6,0.05,0.00,0.12,0.00,"enum.py",
"Callee","ssl (module)","getattr",1,0.00,0.00,0.00,0.00,"builtins",
"Callee","ssl (module)","hasattr",1,0.00,0.00,0.00,0.00,"builtins",
"Callee","ssl (module)","mappingproxy.items",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","ssl (module)","ssl.<dictcomp>",1,0.00,0.00,0.00,0.00,"ssl.py",
"Root","ssl.__new__","ssl.__new__",4,0.00,0.00,0.01,0.00,"ssl.py",
"Caller","ssl.__new__","enum.__new__",4,0.00,0.00,0.01,0.00,"enum.py",
"Callee","ssl.__new__","_ssl.txt2obj",4,0.00,0.00,0.01,0.01,"_ssl",
"Callee","ssl.__new__","<string>.<lambda>",4,0.00,0.00,0.00,0.00,"(string)",
"Root","ssl._ASN1Object","ssl._ASN1Object",1,0.00,0.00,0.00,0.00,"ssl.py",
"Caller","ssl._ASN1Object","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","ssl._sslcopydoc","ssl._sslcopydoc",15,0.00,0.00,0.00,0.00,"ssl.py",
"Caller","ssl._sslcopydoc","ssl.SSLSocket",15,0.00,0.00,0.00,0.00,"ssl.py",
"Callee","ssl._sslcopydoc","getattr",15,0.00,0.00,0.00,0.00,"builtins",
"Root","ssl._TLSAlertType","ssl._TLSAlertType",1,0.00,0.00,0.05,0.00,"ssl.py",
"Caller","ssl._TLSAlertType","__build_class__",1,0.00,0.00,0.05,0.00,"builtins",
"Callee","ssl._TLSAlertType","enum._EnumDict.__setitem__",37,0.00,0.00,0.00,0.00,"enum.py",
"Root","ssl._TLSContentType","ssl._TLSContentType",1,0.00,0.00,0.01,0.00,"ssl.py",
"Caller","ssl._TLSContentType","__build_class__",1,0.00,0.00,0.01,0.00,"builtins",
"Callee","ssl._TLSContentType","enum._EnumDict.__setitem__",9,0.00,0.00,0.00,0.00,"enum.py",
"Root","ssl._TLSMessageType","ssl._TLSMessageType",1,0.00,0.00,0.03,0.00,"ssl.py",
"Caller","ssl._TLSMessageType","__build_class__",1,0.00,0.00,0.03,0.00,"builtins",
"Callee","ssl._TLSMessageType","enum._EnumDict.__setitem__",25,0.00,0.00,0.00,0.00,"enum.py",
"Root","ssl.<dictcomp>","ssl.<dictcomp>",1,0.00,0.00,0.00,0.00,"ssl.py",
"Caller","ssl.<dictcomp>","ssl (module)",1,0.00,0.00,0.00,0.00,"ssl.py",
"Root","ssl.<lambda>","ssl.<lambda>",124,0.00,0.00,0.00,0.00,"ssl.py",
"Caller","ssl.<lambda>","enum.<listcomp>",124,0.00,0.00,0.00,0.00,"enum.py",
"Callee","ssl.<lambda>","str.startswith",124,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","ssl.<lambda>","ssl.<lambda>",124,0.00,0.00,0.00,0.00,"ssl.py",
"Caller","ssl.<lambda>","enum.<listcomp>",124,0.00,0.00,0.00,0.00,"enum.py",
"Callee","ssl.<lambda>","str.startswith",124,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","ssl.<lambda>","ssl.<lambda>",124,0.00,0.00,0.00,0.00,"ssl.py",
"Caller","ssl.<lambda>","enum.<listcomp>",124,0.00,0.00,0.00,0.00,"enum.py",
"Callee","ssl.<lambda>","str.startswith",124,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","ssl.<lambda>","ssl.<lambda>",124,0.00,0.00,0.00,0.00,"ssl.py",
"Caller","ssl.<lambda>","enum.<listcomp>",124,0.00,0.00,0.00,0.00,"enum.py",
"Callee","ssl.<lambda>","str.startswith",124,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","ssl.<lambda>","ssl.<lambda>",124,0.00,0.00,0.00,0.00,"ssl.py",
"Caller","ssl.<lambda>","enum.<listcomp>",124,0.00,0.00,0.00,0.00,"enum.py",
"Callee","ssl.<lambda>","str.startswith",124,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","ssl.<lambda>","ssl.<lambda>",124,0.00,0.00,0.00,0.00,"ssl.py",
"Caller","ssl.<lambda>","enum.<listcomp>",124,0.00,0.00,0.00,0.00,"enum.py",
"Callee","ssl.<lambda>","str.startswith",124,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","ssl.Purpose","ssl.Purpose",1,0.00,0.00,0.01,0.00,"ssl.py",
"Caller","ssl.Purpose","__build_class__",1,0.00,0.00,0.01,0.00,"builtins",
"Callee","ssl.Purpose","enum._EnumDict.__setitem__",5,0.00,0.00,0.00,0.00,"enum.py",
"Root","ssl.SSLContext","ssl.SSLContext",1,0.00,0.00,0.01,0.00,"ssl.py",
"Caller","ssl.SSLContext","__build_class__",1,0.00,0.00,0.01,0.00,"builtins",
"Callee","ssl.SSLContext","hasattr",2,0.00,0.00,0.00,0.00,"builtins",
"Callee","ssl.SSLContext","property.setter",7,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","ssl.SSLObject","ssl.SSLObject",1,0.00,0.00,0.00,0.00,"ssl.py",
"Caller","ssl.SSLObject","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Callee","ssl.SSLObject","property.setter",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","ssl.SSLSocket","ssl.SSLSocket",1,0.00,0.00,0.01,0.01,"ssl.py",
"Caller","ssl.SSLSocket","__build_class__",1,0.00,0.00,0.01,0.01,"builtins",
"Callee","ssl.SSLSocket","property.setter",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","ssl.SSLSocket","ssl._sslcopydoc",15,0.00,0.00,0.00,0.00,"ssl.py",
"Root","ssl.TLSVersion","ssl.TLSVersion",1,0.00,0.00,0.01,0.00,"ssl.py",
"Caller","ssl.TLSVersion","__build_class__",1,0.00,0.00,0.01,0.00,"builtins",
"Callee","ssl.TLSVersion","enum._EnumDict.__setitem__",9,0.00,0.00,0.00,0.00,"enum.py",
"Root","str.encode","str.encode",8,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","str.encode","email._encoded_words._QByteMap",2,0.00,0.00,0.00,0.00,"_encoded_words.py",
"Caller","str.encode","email.charset.Charset.__init__",2,0.00,0.00,0.00,0.00,"charset.py",
"Caller","str.encode","email.quoprimime (module)",2,0.00,0.00,0.00,0.00,"quoprimime.py",
"Caller","str.encode","encodings.idna.Codec.encode",1,0.00,0.00,0.00,0.00,"idna.py",
"Caller","str.encode","wsgiref.handlers.read_environ",1,0.00,0.00,0.00,0.00,"handlers.py",
"Root","str.endswith","str.endswith","5,472",0.03,0.03,0.00,0.00,"Unidentifiable Method",
"Caller","str.endswith","<frozen importlib._get_cached",103,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
"Caller","str.endswith","<frozen importlib._path_isabs",15,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
"Caller","str.endswith","<frozen importlib._path_join","5,354",0.02,0.02,0.00,0.00,"(frozen importlib._bootstrap_external)",
"Root","str.format","str.format",101,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","str.format","<frozen importlib._find_and_load_unlocked",7,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Caller","str.format","<frozen importlib._handle_fromlist",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Caller","str.format","<frozen importlib.FileFinder._fill_cache",57,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
"Caller","str.format","configparser.RawConfigParser",2,0.00,0.00,0.00,0.00,"configparser.py",
"Caller","str.format","json.encoder (module)",32,0.00,0.00,0.00,0.00,"encoder.py",
"Root","str.isalnum","str.isalnum",4,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","str.isalnum","encodings.normalize_encoding",4,0.00,0.00,0.00,0.00,"__init__.py",
"Root","str.isidentifier","str.isidentifier",119,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","str.isidentifier","collections.namedtuple",97,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","str.isidentifier","sre_parse._parse",22,0.00,0.00,0.00,0.00,"sre_parse.py",
"Root","str.isupper","str.isupper",864,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","str.isupper","signal.<lambda>",30,0.00,0.00,0.00,0.00,"signal.py",
"Caller","str.isupper","socket.<lambda>",207,0.00,0.00,0.00,0.00,"socket.py",
"Caller","str.isupper","socket.<lambda>",208,0.00,0.00,0.00,0.00,"socket.py",
"Caller","str.isupper","socket.<lambda>",209,0.00,0.00,0.00,0.00,"socket.py",
"Caller","str.isupper","socket.<lambda>",210,0.00,0.00,0.00,0.00,"socket.py",
"Root","str.join","str.join","1,887",0.02,0.01,0.00,0.00,"Unidentifiable Method",
"Caller","str.join","<frozen importlib._path_join","1,666",0.01,0.01,0.00,0.00,"(frozen importlib._bootstrap_external)",
"Caller","str.join","<frozen importlib.cache_from_source",178,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
"Caller","str.join","bottle.Router._compile",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","str.join","bottle.Router.build",5,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","str.join","bottle.ServerAdapter.__repr__",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","str.join","collections.namedtuple",34,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","str.join","encodings.normalize_encoding",1,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","str.join","ntpath.normpath",1,0.00,0.00,0.00,0.00,"ntpath.py",
"Callee","str.join","bottle.<genexpr>",1,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","str.join","bottle.<genexpr>",2,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","str.join","collections.<genexpr>",97,0.00,0.00,0.00,0.00,"__init__.py",
"Root","str.lower","str.lower",126,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","str.lower","<frozen importlib.<setcomp>",66,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
"Caller","str.lower","<frozen importlib.FileFinder._fill_cache",57,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
"Caller","str.lower","email.charset.Charset.__init__",2,0.00,0.00,0.00,0.00,"charset.py",
"Caller","str.lower","socket (module)",1,0.00,0.00,0.00,0.00,"socket.py",
"Root","str.lstrip","str.lstrip",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","str.lstrip","ntpath.normpath",1,0.00,0.00,0.00,0.00,"ntpath.py",
"Root","str.partition","str.partition",66,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","str.partition","<frozen importlib.FileFinder._fill_cache",66,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
"Root","str.replace","str.replace",92,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","str.replace","<frozen importlib._path_isabs",15,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
"Caller","str.replace","<frozen zipimport>.zipimporter.__init__",8,0.00,0.00,0.00,0.00,"(frozen zipimport)",
"Caller","str.replace","app (module)",1,0.00,0.00,0.00,0.00,"app.py",
"Caller","str.replace","bottle.StplParser",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","str.replace","collections.namedtuple",15,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","str.replace","encodings.search_function",1,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","str.replace","importlib (module)",2,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","str.replace","locale (module)",44,0.00,0.00,0.00,0.00,"locale.py",
"Caller","str.replace","ntpath.normpath",1,0.00,0.00,0.00,0.00,"ntpath.py",
"Caller","str.replace","ntpath.splitdrive",4,0.00,0.00,0.00,0.00,"ntpath.py",
"Root","str.rfind","str.rfind",356,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","str.rfind","<frozen importlib.<genexpr>",356,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
"Root","str.rpartition","str.rpartition",783,0.01,0.01,0.00,0.00,"Unidentifiable Method",
"Caller","str.rpartition","<frozen importlib._find_and_load_unlocked",152,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Caller","str.rpartition","<frozen importlib.cache_from_source",178,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
"Caller","str.rpartition","<frozen importlib.FileFinder.find_spec",336,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
"Caller","str.rpartition","<frozen importlib.parent",117,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Root","str.rsplit","str.rsplit",6,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","str.rsplit","email._policybase._append_doc",6,0.00,0.00,0.00,0.00,"_policybase.py",
"Root","str.rstrip","str.rstrip","5,177",0.02,0.02,0.00,0.00,"Unidentifiable Method",
"Caller","str.rstrip","<frozen importlib._path_join","1,666",0.01,0.01,0.00,0.00,"(frozen importlib._bootstrap_external)",
"Caller","str.rstrip","<frozen importlib.<listcomp>","3,510",0.01,0.01,0.00,0.00,"(frozen importlib._bootstrap_external)",
"Caller","str.rstrip","ntpath.split",1,0.00,0.00,0.00,0.00,"ntpath.py",
"Root","str.split","str.split",25,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","str.split","collections.namedtuple",15,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","str.split","email._policybase._append_doc",6,0.00,0.00,0.00,0.00,"_policybase.py",
"Caller","str.split","http.server.BaseHTTPRequestHandler",1,0.00,0.00,0.00,0.00,"server.py",
"Caller","str.split","ntpath.normpath",1,0.00,0.00,0.00,0.00,"ntpath.py",
"Caller","str.split","platform._sys_version",1,0.00,0.00,0.00,0.00,"platform.py",
"Caller","str.split","wsgiref.simple_server (module)",1,0.00,0.00,0.00,0.00,"simple_server.py",
"Root","str.startswith","str.startswith","5,536",0.03,0.03,0.00,0.00,"Unidentifiable Method",
"Caller","str.startswith","<frozen importlib._path_isabs",15,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
"Caller","str.startswith","<frozen importlib._path_join","3,510",0.02,0.02,0.00,0.00,"(frozen importlib._bootstrap_external)",
"Caller","str.startswith","<frozen importlib.FileFinder._fill_cache",16,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
"Caller","str.startswith","bottle.run",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","str.startswith","collections.namedtuple",80,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","str.startswith","email._policybase._extend_docstrings",11,0.00,0.00,0.00,0.00,"_policybase.py",
"Caller","str.startswith","enum._is_private",307,0.00,0.00,0.00,0.00,"enum.py",
"Caller","str.startswith","locale (module)",1,0.00,0.00,0.00,0.00,"locale.py",
"Caller","str.startswith","ntpath.normpath",2,0.00,0.00,0.00,0.00,"ntpath.py",
"Caller","str.startswith","platform._sys_version",1,0.00,0.00,0.00,0.00,"platform.py",
"Caller","str.startswith","signal.<lambda>",44,0.00,0.00,0.00,0.00,"signal.py",
"Caller","str.startswith","socket (module)",1,0.00,0.00,0.00,0.00,"socket.py",
"Caller","str.startswith","socket.<lambda>",158,0.00,0.00,0.00,0.00,"socket.py",
"Caller","str.startswith","socket.<lambda>",158,0.00,0.00,0.00,0.00,"socket.py",
"Caller","str.startswith","socket.<lambda>",158,0.00,0.00,0.00,0.00,"socket.py",
"Caller","str.startswith","socket.<lambda>",158,0.00,0.00,0.00,0.00,"socket.py",
"Caller","str.startswith","ssl.<lambda>",124,0.00,0.00,0.00,0.00,"ssl.py",
"Caller","str.startswith","ssl.<lambda>",124,0.00,0.00,0.00,0.00,"ssl.py",
"Caller","str.startswith","ssl.<lambda>",124,0.00,0.00,0.00,0.00,"ssl.py",
"Caller","str.startswith","ssl.<lambda>",124,0.00,0.00,0.00,0.00,"ssl.py",
"Caller","str.startswith","ssl.<lambda>",124,0.00,0.00,0.00,0.00,"ssl.py",
"Caller","str.startswith","ssl.<lambda>",124,0.00,0.00,0.00,0.00,"ssl.py",
"Caller","str.startswith","wsgiref.handlers._needs_transcode",171,0.00,0.00,0.00,0.00,"handlers.py",
"Root","str.strip","str.strip",35,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","str.strip","pdb (module)",34,0.00,0.00,0.00,0.00,"pdb.py",
"Caller","str.strip","socket.getfqdn",1,0.00,0.00,0.00,0.00,"socket.py",
"Root","str.title","str.title",5,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","str.title","bottle.HeaderProperty.__init__",5,0.00,0.00,0.00,0.00,"bottle.py",
"Root","str.translate","str.translate",8,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","str.translate","re.escape",8,0.00,0.00,0.00,0.00,"re.py",
"Root","str.upper","str.upper",66,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","str.upper","bottle.decorator",6,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","str.upper","os.encodekey",60,0.00,0.00,0.00,0.00,"os.py",
"Root","string (module)","string (module)",1,0.03,0.00,0.37,0.00,"string.py",
"Caller","string (module)","exec",1,0.03,0.00,0.37,0.00,"builtins",
"Callee","string (module)","__build_class__",2,0.00,0.00,0.01,0.01,"builtins",
"Callee","string (module)","<frozen importlib._find_and_load",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Callee","string (module)","<frozen importlib._handle_fromlist",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Callee","string (module)","string.__init_subclass__",1,0.02,0.00,0.30,0.01,"string.py",
"Root","string.__init_subclass__","string.__init_subclass__",1,0.02,0.00,0.30,0.01,"string.py",
"Caller","string.__init_subclass__","string (module)",1,0.02,0.00,0.30,0.01,"string.py",
"Callee","string.__init_subclass__","enum.__or__",1,0.00,0.00,0.04,0.00,"enum.py",
"Callee","string.__init_subclass__","re.compile",1,0.02,0.00,0.26,0.00,"re.py",
"Callee","string.__init_subclass__","re.escape",1,0.00,0.00,0.00,0.00,"re.py",
"Callee","string.__init_subclass__","type.__init_subclass__",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","string.Formatter","string.Formatter",1,0.00,0.00,0.00,0.00,"string.py",
"Caller","string.Formatter","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","string.Template","string.Template",1,0.00,0.00,0.00,0.00,"string.py",
"Caller","string.Template","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","stringprep (module)","stringprep (module)",1,0.00,0.00,0.03,0.03,"stringprep.py",
"Caller","stringprep (module)","exec",1,0.00,0.00,0.03,0.03,"builtins",
