Type,Root Function Name,Function Name,Number of Calls,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Avg Elapsed Inclusive Time,Avg Elapsed Exclusive Time,Module Name,
"Callee","<frozen importlib.FileFinder.find_spec","<frozen importlib.FileFinder._get_spec",96,0.02,0.01,0.00,0.00,"(frozen importlib._bootstrap_external)",
"Callee","<frozen importlib.FileFinder.find_spec","str.rpartition",336,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","<frozen importlib.FileLoader.__init__","<frozen importlib.FileLoader.__init__",89,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
"Caller","<frozen importlib.FileLoader.__init__","<frozen importlib.FileFinder._get_spec",89,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
"Root","<frozen importlib.FileLoader.get_data","<frozen importlib.FileLoader.get_data",89,0.76,0.01,0.12,0.00,"(frozen importlib._bootstrap_external)",
"Caller","<frozen importlib.FileLoader.get_data","<frozen importlib.SourceLoader.get_code",89,0.76,0.01,0.12,0.00,"(frozen importlib._bootstrap_external)",
"Callee","<frozen importlib.FileLoader.get_data","_io.BufferedReader.__exit__",89,0.03,0.03,0.00,0.00,"Unidentifiable Method",
"Callee","<frozen importlib.FileLoader.get_data","_io.BufferedReader.read",89,0.16,0.16,0.03,0.03,"Unidentifiable Method",
"Callee","<frozen importlib.FileLoader.get_data","io.open_code",89,0.56,0.56,0.09,0.09,"io",
"Callee","<frozen importlib.FileLoader.get_data","isinstance",89,0.00,0.00,0.00,0.00,"builtins",
"Root","<frozen importlib.find_spec","<frozen importlib.find_spec",103,0.77,0.00,0.11,0.00,"(frozen importlib._bootstrap_external)",
"Caller","<frozen importlib.find_spec","<frozen importlib._find_spec",103,0.77,0.00,0.11,0.00,"(frozen importlib._bootstrap)",
"Callee","<frozen importlib.find_spec","<frozen importlib._get_spec",103,0.77,0.02,0.11,0.00,"(frozen importlib._bootstrap_external)",
"Root","<frozen importlib.find_spec","<frozen importlib.find_spec",103,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Caller","<frozen importlib.find_spec","<frozen importlib._find_spec",103,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Callee","<frozen importlib.find_spec","_imp.is_frozen",103,0.00,0.00,0.00,0.00,"_imp",
"Root","<frozen importlib.find_spec","<frozen importlib.find_spec",119,0.01,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Caller","<frozen importlib.find_spec","<frozen importlib._find_spec",119,0.01,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Callee","<frozen importlib.find_spec","_imp.is_builtin",90,0.00,0.00,0.00,0.00,"_imp",
"Callee","<frozen importlib.find_spec","<frozen importlib.spec_from_loader",16,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Root","<frozen importlib.get_filename","<frozen importlib.get_filename",89,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
"Caller","<frozen importlib.get_filename","<frozen importlib._check_name_wrapper",89,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
"Root","<frozen importlib.has_location","<frozen importlib.has_location",112,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Caller","<frozen importlib.has_location","<frozen importlib._init_module_attrs",112,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Root","<frozen importlib.is_package","<frozen importlib.is_package",16,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Caller","<frozen importlib.is_package","<frozen importlib._requires_builtin_wrapper",16,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Root","<frozen importlib.module_from_spec","<frozen importlib.module_from_spec",112,0.59,0.01,0.08,0.00,"(frozen importlib._bootstrap)",
"Caller","<frozen importlib.module_from_spec","<frozen importlib._load_unlocked",112,0.59,0.01,0.08,0.00,"(frozen importlib._bootstrap)",
"Callee","<frozen importlib.module_from_spec","<frozen importlib._init_module_attrs",112,0.10,0.01,0.01,0.00,"(frozen importlib._bootstrap)",
"Callee","<frozen importlib.module_from_spec","<frozen importlib._LoaderBasics.create_module",89,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
"Callee","<frozen importlib.module_from_spec","<frozen importlib._new_module",89,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Callee","<frozen importlib.module_from_spec","<frozen importlib.create_module",16,0.02,0.00,0.02,0.00,"(frozen importlib._bootstrap)",
"Callee","<frozen importlib.module_from_spec","<frozen importlib.ExtensionFileLoader.create_module",7,0.47,0.00,0.95,0.00,"(frozen importlib._bootstrap_external)",
"Callee","<frozen importlib.module_from_spec","hasattr",112,0.00,0.00,0.00,0.00,"builtins",
"Root","<frozen importlib.ModuleSpec.__init__","<frozen importlib.ModuleSpec.__init__",119,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Caller","<frozen importlib.ModuleSpec.__init__","<frozen importlib._get_spec",7,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
"Caller","<frozen importlib.ModuleSpec.__init__","<frozen importlib.spec_from_file_location",96,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
"Caller","<frozen importlib.ModuleSpec.__init__","<frozen importlib.spec_from_loader",16,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Root","<frozen importlib.parent","<frozen importlib.parent",127,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Caller","<frozen importlib.parent","<frozen importlib._init_module_attrs",112,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Caller","<frozen importlib.parent","importlib (module)",1,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","<frozen importlib.parent","importlib.machinery (module)",10,0.00,0.00,0.00,0.00,"machinery.py",
"Caller","<frozen importlib.parent","json (module)",2,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","<frozen importlib.parent","wsgiref.handlers (module)",2,0.00,0.00,0.00,0.00,"handlers.py",
"Callee","<frozen importlib.parent","str.rpartition",117,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","<frozen importlib.path_hook_for_FileFinder","<frozen importlib.path_hook_for_FileFinder",8,0.01,0.00,0.02,0.00,"(frozen importlib._bootstrap_external)",
"Caller","<frozen importlib.path_hook_for_FileFinder","<frozen importlib._path_hooks",8,0.01,0.00,0.02,0.00,"(frozen importlib._bootstrap_external)",
"Callee","<frozen importlib.path_hook_for_FileFinder","<frozen importlib._path_isdir",8,0.00,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
"Callee","<frozen importlib.path_hook_for_FileFinder","<frozen importlib.FileFinder.__init__",8,0.01,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
"Root","<frozen importlib.SourceFileLoader.path_stats","<frozen importlib.SourceFileLoader.path_stats",89,0.06,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
"Caller","<frozen importlib.SourceFileLoader.path_stats","<frozen importlib.SourceLoader.get_code",89,0.06,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
"Callee","<frozen importlib.SourceFileLoader.path_stats","<frozen importlib._path_stat",89,0.05,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
"Root","<frozen importlib.SourceLoader.get_code","<frozen importlib.SourceLoader.get_code",89,1.34,0.04,0.21,0.01,"(frozen importlib._bootstrap_external)",
"Caller","<frozen importlib.SourceLoader.get_code","<frozen importlib._LoaderBasics.exec_module",89,1.34,0.04,0.21,0.01,"(frozen importlib._bootstrap_external)",
"Callee","<frozen importlib.SourceLoader.get_code","<frozen importlib._check_name_wrapper",89,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
"Callee","<frozen importlib.SourceLoader.get_code","<frozen importlib._classify_pyc",89,0.01,0.01,0.00,0.00,"(frozen importlib._bootstrap_external)",
"Callee","<frozen importlib.SourceLoader.get_code","<frozen importlib._compile_bytecode",89,0.42,0.01,0.07,0.00,"(frozen importlib._bootstrap_external)",
"Callee","<frozen importlib.SourceLoader.get_code","<frozen importlib._validate_timestamp_pyc",89,0.01,0.00,0.00,0.00,"(frozen importlib._bootstrap_external)",
"Callee","<frozen importlib.SourceLoader.get_code","<frozen importlib._verbose_message",89,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Callee","<frozen importlib.SourceLoader.get_code","<frozen importlib.cache_from_source",89,0.04,0.01,0.01,0.00,"(frozen importlib._bootstrap_external)",
"Callee","<frozen importlib.SourceLoader.get_code","<frozen importlib.FileLoader.get_data",89,0.76,0.01,0.12,0.00,"(frozen importlib._bootstrap_external)",
"Callee","<frozen importlib.SourceLoader.get_code","<frozen importlib.SourceFileLoader.path_stats",89,0.06,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
"Root","<frozen importlib.spec_from_file_location","<frozen importlib.spec_from_file_location",96,0.01,0.01,0.00,0.00,"(frozen importlib._bootstrap_external)",
"Caller","<frozen importlib.spec_from_file_location","<frozen importlib.FileFinder._get_spec",96,0.01,0.01,0.00,0.00,"(frozen importlib._bootstrap_external)",
"Callee","<frozen importlib.spec_from_file_location","<frozen importlib.ModuleSpec.__init__",96,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Callee","<frozen importlib.spec_from_file_location","nt.fspath",96,0.00,0.00,0.00,0.00,"nt",
"Root","<frozen importlib.spec_from_loader","<frozen importlib.spec_from_loader",16,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Caller","<frozen importlib.spec_from_loader","<frozen importlib.find_spec",16,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Callee","<frozen importlib.spec_from_loader","<frozen importlib._requires_builtin_wrapper",16,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Callee","<frozen importlib.spec_from_loader","<frozen importlib.ModuleSpec.__init__",16,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Callee","<frozen importlib.spec_from_loader","hasattr",32,0.00,0.00,0.00,0.00,"builtins",
"Root","<frozen zipimport>.zipimporter.__init__","<frozen zipimport>.zipimporter.__init__",8,0.01,0.00,0.01,0.00,"(frozen zipimport)",
"Caller","<frozen zipimport>.zipimporter.__init__","<frozen importlib._path_hooks",8,0.01,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
"Callee","<frozen zipimport>.zipimporter.__init__","<frozen importlib._path_stat",8,0.01,0.00,0.01,0.00,"(frozen importlib._bootstrap_external)",
"Callee","<frozen zipimport>.zipimporter.__init__","isinstance",8,0.00,0.00,0.00,0.00,"builtins",
"Callee","<frozen zipimport>.zipimporter.__init__","str.replace",8,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","<string> (module)","<string> (module)",1,0.00,0.00,0.00,0.00,"(string)",
"Caller","<string> (module)","eval",1,0.00,0.00,0.00,0.00,"builtins",
"Root","<string> (module)","<string> (module)",1,0.00,0.00,0.00,0.00,"(string)",
"Caller","<string> (module)","eval",1,0.00,0.00,0.00,0.00,"builtins",
"Root","<string> (module)","<string> (module)",1,0.00,0.00,0.00,0.00,"(string)",
"Caller","<string> (module)","eval",1,0.00,0.00,0.00,0.00,"builtins",
"Root","<string> (module)","<string> (module)",1,0.00,0.00,0.00,0.00,"(string)",
"Caller","<string> (module)","eval",1,0.00,0.00,0.00,0.00,"builtins",
"Root","<string> (module)","<string> (module)",1,0.00,0.00,0.00,0.00,"(string)",
"Caller","<string> (module)","eval",1,0.00,0.00,0.00,0.00,"builtins",
"Root","<string> (module)","<string> (module)",1,0.00,0.00,0.00,0.00,"(string)",
"Caller","<string> (module)","eval",1,0.00,0.00,0.00,0.00,"builtins",
"Root","<string> (module)","<string> (module)",1,0.00,0.00,0.00,0.00,"(string)",
"Caller","<string> (module)","eval",1,0.00,0.00,0.00,0.00,"builtins",
"Root","<string> (module)","<string> (module)",1,0.00,0.00,0.00,0.00,"(string)",
"Caller","<string> (module)","eval",1,0.00,0.00,0.00,0.00,"builtins",
"Root","<string> (module)","<string> (module)",1,0.00,0.00,0.00,0.00,"(string)",
"Caller","<string> (module)","eval",1,0.00,0.00,0.00,0.00,"builtins",
"Root","<string> (module)","<string> (module)",1,0.00,0.00,0.00,0.00,"(string)",
"Caller","<string> (module)","eval",1,0.00,0.00,0.00,0.00,"builtins",
"Root","<string> (module)","<string> (module)",1,0.00,0.00,0.00,0.00,"(string)",
"Caller","<string> (module)","eval",1,0.00,0.00,0.00,0.00,"builtins",
"Root","<string> (module)","<string> (module)",1,0.00,0.00,0.00,0.00,"(string)",
"Caller","<string> (module)","eval",1,0.00,0.00,0.00,0.00,"builtins",
"Root","<string> (module)","<string> (module)",1,0.00,0.00,0.00,0.00,"(string)",
"Caller","<string> (module)","eval",1,0.00,0.00,0.00,0.00,"builtins",
"Root","<string> (module)","<string> (module)",1,0.00,0.00,0.00,0.00,"(string)",
"Caller","<string> (module)","eval",1,0.00,0.00,0.00,0.00,"builtins",
"Root","<string> (module)","<string> (module)",1,0.00,0.00,0.00,0.00,"(string)",
"Caller","<string> (module)","eval",1,0.00,0.00,0.00,0.00,"builtins",
"Root","<string> (module)","<string> (module)",1,0.00,0.00,0.00,0.00,"(string)",
"Caller","<string> (module)","eval",1,0.00,0.00,0.00,0.00,"builtins",
"Root","<string> (module)","<string> (module)",1,0.00,0.00,0.00,0.00,"(string)",
"Caller","<string> (module)","eval",1,0.00,0.00,0.00,0.00,"builtins",
"Root","<string>.<lambda>","<string>.<lambda>",1,0.00,0.00,0.00,0.00,"(string)",
"Caller","<string>.<lambda>","selectors.register",1,0.00,0.00,0.00,0.00,"selectors.py",
"Callee","<string>.<lambda>","type.__new__",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","<string>.<lambda>","<string>.<lambda>",4,0.00,0.00,0.00,0.00,"(string)",
"Caller","<string>.<lambda>","ssl.__new__",4,0.00,0.00,0.00,0.00,"ssl.py",
"Callee","<string>.<lambda>","type.__new__",4,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","abc.__new__","abc.__new__",37,0.03,0.00,0.01,0.00,"abc.py",
"Caller","abc.__new__","__build_class__",37,0.03,0.00,0.01,0.00,"builtins",
"Callee","abc.__new__","_abc._abc_init",37,0.01,0.01,0.00,0.00,"_abc",
"Callee","abc.__new__","type.__new__",37,0.02,0.02,0.01,0.01,"Unidentifiable Method",
"Root","abc.__subclasscheck__","abc.__subclasscheck__",7,0.00,0.00,0.02,0.00,"abc.py",
"Caller","abc.__subclasscheck__","_abc._abc_register",2,0.00,0.00,0.02,0.01,"_abc",
"Caller","abc.__subclasscheck__","_abc._abc_subclasscheck",5,0.00,0.00,0.00,0.00,"_abc",
"Callee","abc.__subclasscheck__","_abc._abc_subclasscheck",7,0.00,0.00,0.01,0.00,"_abc",
"Root","abc.abstractmethod","abc.abstractmethod",11,0.00,0.00,0.00,0.00,"abc.py",
"Caller","abc.abstractmethod","contextlib.AbstractAsyncContextManager",1,0.00,0.00,0.00,0.00,"contextlib.py",
"Caller","abc.abstractmethod","contextlib.AbstractContextManager",1,0.00,0.00,0.00,0.00,"contextlib.py",
"Caller","abc.abstractmethod","email._policybase.Policy",5,0.00,0.00,0.00,0.00,"_policybase.py",
"Caller","abc.abstractmethod","selectors.BaseSelector",4,0.00,0.00,0.00,0.00,"selectors.py",
"Root","abc.register","abc.register",2,0.00,0.00,0.03,0.00,"abc.py",
"Caller","abc.register","weakref (module)",2,0.00,0.00,0.03,0.00,"weakref.py",
"Callee","abc.register","_abc._abc_register",2,0.00,0.00,0.02,0.00,"_abc",
"Root","abs","abs",96,0.00,0.00,0.00,0.00,"builtins",
"Caller","abs","datetime.__new__",96,0.00,0.00,0.00,0.00,"datetime.py",
"Root","any","any",25,0.00,0.00,0.00,0.00,"builtins",
"Caller","any","enum.__new__",21,0.00,0.00,0.00,0.00,"enum.py",
"Caller","any","sre_compile._optimize_charset",4,0.00,0.00,0.00,0.00,"sre_compile.py",
"Callee","any","enum.<genexpr>",43,0.00,0.00,0.00,0.00,"enum.py",
"Callee","any","enum.<genexpr>",5,0.00,0.00,0.00,0.00,"enum.py",
"Root","app (module)","app (module)",1,100.00,0.00,"1,420.26",0.03,"app.py",
"Callee","app (module)","_collections_abc.__contains__",1,0.00,0.00,0.00,0.00,"_collections_abc.py",
"Callee","app (module)","_collections_abc.get",2,0.00,0.00,0.00,0.00,"_collections_abc.py",
"Callee","app (module)","<frozen importlib._find_and_load",2,13.18,0.00,93.62,0.01,"(frozen importlib._bootstrap)",
"Callee","app (module)","bottle.decorator",1,0.02,0.00,0.25,0.00,"bottle.py",
"Callee","app (module)","bottle.run",1,86.80,0.00,"1,232.72",0.02,"bottle.py",
"Callee","app (module)","bottle.wrapper",1,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","app (module)","ntpath.abspath",1,0.00,0.00,0.01,0.00,"ntpath.py",
"Callee","app (module)","ntpath.dirname",1,0.00,0.00,0.01,0.00,"ntpath.py",
"Callee","app (module)","ntpath.join",1,0.00,0.00,0.00,0.00,"ntpath.py",
"Callee","app (module)","str.replace",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","ast (module)","ast (module)",1,0.06,0.00,0.88,0.05,"ast.py",
"Caller","ast (module)","exec",1,0.06,0.00,0.88,0.05,"builtins",
"Callee","ast (module)","__build_class__",17,0.02,0.01,0.02,0.01,"builtins",
"Callee","ast (module)","<frozen importlib._find_and_load",2,0.00,0.00,0.00,0.01,"(frozen importlib._bootstrap)",
"Callee","ast (module)","hasattr",2,0.00,0.00,0.00,0.00,"builtins",
"Callee","ast (module)","repr",1,0.00,0.00,0.00,0.00,"builtins",
"Root","ast.__init__","ast.__init__",5,0.00,0.00,0.00,0.00,"ast.py",
"Caller","ast.__init__","__build_class__",5,0.00,0.00,0.00,0.00,"builtins",
"Root","ast._ABC","ast._ABC",1,0.00,0.00,0.00,0.00,"ast.py",
"Caller","ast._ABC","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","ast._Precedence","ast._Precedence",1,0.00,0.00,0.05,0.01,"ast.py",
"Caller","ast._Precedence","__build_class__",1,0.00,0.00,0.05,0.01,"builtins",
"Callee","ast._Precedence","enum._EnumDict.__setitem__",22,0.00,0.00,0.00,0.00,"enum.py",
"Root","ast._Unparser","ast._Unparser",1,0.00,0.00,0.02,0.01,"ast.py",
"Caller","ast._Unparser","__build_class__",1,0.00,0.00,0.02,0.01,"builtins",
"Callee","ast._Unparser","contextlib.contextmanager",2,0.00,0.00,0.00,0.00,"contextlib.py",
"Root","ast.AugLoad","ast.AugLoad",1,0.00,0.00,0.00,0.00,"ast.py",
"Caller","ast.AugLoad","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","ast.AugStore","ast.AugStore",1,0.00,0.00,0.00,0.00,"ast.py",
"Caller","ast.AugStore","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","ast.Bytes","ast.Bytes",1,0.00,0.00,0.00,0.00,"ast.py",
"Caller","ast.Bytes","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","ast.Ellipsis","ast.Ellipsis",1,0.00,0.00,0.00,0.00,"ast.py",
"Caller","ast.Ellipsis","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","ast.ExtSlice","ast.ExtSlice",1,0.00,0.00,0.00,0.00,"ast.py",
"Caller","ast.ExtSlice","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","ast.Index","ast.Index",1,0.00,0.00,0.00,0.00,"ast.py",
"Caller","ast.Index","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","ast.NameConstant","ast.NameConstant",1,0.00,0.00,0.00,0.00,"ast.py",
"Caller","ast.NameConstant","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","ast.NodeTransformer","ast.NodeTransformer",1,0.00,0.00,0.00,0.00,"ast.py",
"Caller","ast.NodeTransformer","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","ast.NodeVisitor","ast.NodeVisitor",1,0.00,0.00,0.00,0.00,"ast.py",
"Caller","ast.NodeVisitor","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","ast.Num","ast.Num",1,0.00,0.00,0.00,0.00,"ast.py",
"Caller","ast.Num","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","ast.Param","ast.Param",1,0.00,0.00,0.00,0.00,"ast.py",
"Caller","ast.Param","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","ast.slice","ast.slice",1,0.00,0.00,0.00,0.00,"ast.py",
"Caller","ast.slice","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","ast.Str","ast.Str",1,0.00,0.00,0.00,0.00,"ast.py",
"Caller","ast.Str","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","ast.Suite","ast.Suite",1,0.00,0.00,0.00,0.00,"ast.py",
"Caller","ast.Suite","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","base64 (module)","base64 (module)",1,0.01,0.00,0.16,0.01,"base64.py",
"Caller","base64 (module)","exec",1,0.01,0.00,0.16,0.01,"builtins",
"Callee","base64 (module)","<frozen importlib._find_and_load",1,0.00,0.00,0.00,0.01,"(frozen importlib._bootstrap)",
"Callee","base64 (module)","type.maketrans",2,0.00,0.00,0.02,0.02,"Unidentifiable Method",
"Root","bdb (module)","bdb (module)",1,0.00,0.00,0.03,0.01,"bdb.py",
"Caller","bdb (module)","exec",1,0.00,0.00,0.03,0.01,"builtins",
"Callee","bdb (module)","__build_class__",4,0.00,0.00,0.01,0.01,"builtins",
"Root","bdb.Bdb","bdb.Bdb",1,0.00,0.00,0.00,0.00,"bdb.py",
"Caller","bdb.Bdb","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","bdb.BdbQuit","bdb.BdbQuit",1,0.00,0.00,0.00,0.00,"bdb.py",
"Caller","bdb.BdbQuit","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","bdb.Breakpoint","bdb.Breakpoint",1,0.00,0.00,0.00,0.00,"bdb.py",
"Caller","bdb.Breakpoint","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","bdb.Tdb","bdb.Tdb",1,0.00,0.00,0.00,0.00,"bdb.py",
"Caller","bdb.Tdb","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","bisect (module)","bisect (module)",1,0.00,0.00,0.05,0.00,"bisect.py",
"Caller","bisect (module)","exec",1,0.00,0.00,0.05,0.00,"builtins",
"Callee","bisect (module)","<frozen importlib._find_and_load",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Root","bottle (module)","bottle (module)",1,12.82,0.01,182.02,0.08,"bottle.py",
"Caller","bottle (module)","exec",1,12.82,0.01,182.02,0.08,"builtins",
"Callee","bottle (module)","__build_class__",67,0.05,0.02,0.01,0.00,"builtins",
"Callee","bottle (module)","<frozen importlib._find_and_load",16,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Callee","bottle (module)","<frozen importlib._handle_fromlist",1,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Callee","bottle (module)","bottle._ImportRedirect.__init__",1,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle (module)","bottle.<genexpr>",63,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle (module)","bottle.BaseRequest.__init__",1,0.00,0.00,0.01,0.00,"bottle.py",
"Callee","bottle (module)","bottle.BaseResponse.__init__",1,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle (module)","bottle.make_default_app_wrapper",12,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle (module)","dict.copy",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","bottle (module)","dict.items",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","bottle (module)","re.compile",1,0.01,0.00,0.12,0.00,"re.py",
"Root","bottle.__init__","bottle.__init__",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle.__init__","bottle.Bottle.__init__",1,0.00,0.00,0.00,0.00,"bottle.py",
"Root","bottle._closeiter","bottle._closeiter",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle._closeiter","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","bottle._global_config","bottle._global_config",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle._global_config","bottle.lazy_attribute.__get__",1,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle._global_config","bottle.ConfigDict.__init__",1,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle._global_config","bottle.ConfigDict.meta_set",1,0.00,0.00,0.00,0.00,"bottle.py",
"Root","bottle._hooks","bottle._hooks",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle._hooks","bottle.cached_property.__get__",1,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle._hooks","bottle.<genexpr>",5,0.00,0.00,0.00,0.00,"bottle.py",
"Root","bottle._ImportRedirect","bottle._ImportRedirect",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle._ImportRedirect","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","bottle._ImportRedirect.__init__","bottle._ImportRedirect.__init__",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle._ImportRedirect.__init__","bottle (module)",1,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle._ImportRedirect.__init__","dict.setdefault",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","bottle._ImportRedirect.__init__","dict.update",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","bottle._ImportRedirect.__init__","list.append",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","bottle._ImportRedirect.find_spec","bottle._ImportRedirect.find_spec",3,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle._ImportRedirect.find_spec","<frozen importlib._find_spec",3,0.00,0.00,0.00,0.00,"(frozen importlib._bootstrap)",
"Root","bottle._local_property","bottle._local_property",6,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle._local_property","bottle.LocalRequest",1,0.00,0.00,0.01,0.01,"bottle.py",
"Caller","bottle._local_property","bottle.LocalResponse",5,0.00,0.00,0.00,0.00,"bottle.py",
"Root","bottle._MultipartParser","bottle._MultipartParser",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle._MultipartParser","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","bottle._MultipartPart","bottle._MultipartPart",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle._MultipartPart","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","bottle._re_flatten","bottle._re_flatten",1,0.01,0.00,0.08,0.00,"bottle.py",
"Caller","bottle._re_flatten","bottle.Router.add",1,0.01,0.00,0.08,0.00,"bottle.py",
"Callee","bottle._re_flatten","re.sub",1,0.01,0.00,0.08,0.00,"re.py",
"Root","bottle._set_status","bottle._set_status",1,0.00,0.00,0.00,0.00,"bottle.py",
"Caller","bottle._set_status","bottle.BaseResponse.__init__",1,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle._set_status","bottle.fset",2,0.00,0.00,0.00,0.00,"bottle.py",
"Callee","bottle._set_status","dict.get",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","bottle._set_status","isinstance",1,0.00,0.00,0.00,0.00,"builtins",
"Root","bottle._stderr","bottle._stderr",3,0.01,0.00,0.05,0.00,"bottle.py",
"Caller","bottle._stderr","bottle.run",3,0.01,0.00,0.05,0.00,"bottle.py",
"Callee","bottle._stderr","print",3,0.01,0.01,0.05,0.05,"builtins",
